epoch,train_loss,val_loss,lr,ema_momentum
86,7.342112675309181,5.907027173042297,5.9471294920931684e-05,0.9994399840904571
87,7.258456471291455,5.820240163803101,5.155551050205869e-05,0.999479985226853
88,7.179626042192632,5.753525042533875,4.418673031808587e-05,0.9995199863632489
89,7.111821375109932,5.695046782493591,3.737393265933852e-05,0.9995599874996449
90,7.049628700722348,5.63181962966919,3.112541839431605e-05,0.9995999886360408
91,6.986924320459366,5.568376243114471,2.544880085572393e-05,0.9996399897724367
92,6.938941301269964,5.533521294593811,2.0350996564214712e-05,0.9996799909088326
93,6.885805830359459,5.498553788661956,1.5838216801141526e-05,0.9997199920452285
94,6.856288983063265,5.477968454360962,1.1915960040590293e-05,0.9997599931816245
95,6.8302111598578366,5.452054214477539,8.589005249913597e-06,0.9997999943180204
96,6.79894745214419,5.425807178020477,5.861406066927131e-06,0.9998399954544163
97,6.777411069382321,5.37118353843689,3.7364858608650295e-06,0.9998799965908123
98,6.760440993038091,5.394167125225067,2.216833683110504e-06,0.9999199977272082
99,6.762057296254418,5.390637576580048,1.304301112636645e-06,0.9999599988636041
100,6.752826846458695,5.351096069812774,1e-06,1.0
