epoch,train_loss,val_loss,lr
50,0.5432677583091639,0.5252638466656208,0.0005872643660834341
51,0.5403458515012806,0.5188304014503956,0.0005700436705294059
52,0.5398601692339237,0.5181699618697166,0.0005527382413765031
53,0.5429717264222828,0.521893409639597,0.00053536916395544
54,0.539411270906302,0.5238512359559536,0.0005179576011474364
55,0.5358832914551551,0.5307479493319989,0.0005005247675988799
56,0.5369143016128377,0.5199669912457466,0.0004830919038729143
57,0.5354166355153377,0.5187805376946926,0.00046568025056945267
58,0.5326565881683067,0.5146563164889812,0.00044831102244514395
59,0.5342845926061273,0.514963810890913,0.00043100538256482843
60,0.5341408272189173,0.51836803779006,0.0004137844165159756
61,0.5330424437468703,0.5289217710494996,0.0003966691067175216
62,0.5342985466969284,0.5230977416038514,0.0003796803068544106
63,0.5327324782582846,0.5153342097997665,0.0003628387164689878
64,0.530450508421795,0.5036076053977012,0.00034616485574020357
65,0.5271606977013025,0.513489805161953,0.0003296790404813579
66,0.5272937848825346,0.5162766195833683,0.0003134013573868494
67,0.5288845451379364,0.5148325070738793,0.00029735163955808656
68,0.527558631348339,0.5138228587806225,0.0002815494423383841
69,0.5288064338436181,0.5205713331699371,0.0002660140194862844
70,0.525302068753676,0.5103970445692539,0.00025076429971633904
71,0.5251132472502914,0.5008279412984848,0.0002358188636359287
72,0.5240434900942174,0.5058311201632023,0.0002211959211062272
73,0.5252848077057437,0.5095954276621342,0.00020691328905488935
74,0.5207656810737469,0.5025609560310841,0.0001929883697674992
75,0.5213297302411362,0.5056467846035957,0.00017943812968422698
76,0.5208556085655635,0.506867316365242,0.00016627907872753046
77,0.5198070344261148,0.507808642834425,0.00015352725018608787
78,0.5159325636923313,0.5040398344397545,0.00014119818117947194
79,0.516403197564862,0.5016400627791882,0.00012930689372736833
80,0.5159233943135901,0.4953355811536312,0.00011786787644640315
81,0.5157195078209043,0.4982887953519821,0.00010689506689688076
82,0.5170502970841798,0.4998627193272114,9.640183460094231e-05
83,0.5139277396215634,0.4907332189381123,8.640096475283311e-05
84,0.514171895571053,0.49292752891778946,7.690464264113019e-05
85,0.5127624920992688,0.49467644914984704,6.79244388019078e-05
86,0.5099448272958398,0.49550001621246337,5.9471294920931684e-05
87,0.5121995316479694,0.49156018123030665,5.155551050205869e-05
88,0.5092891568995335,0.4920880950987339,4.418673031808587e-05
89,0.5089023038744926,0.49137466326355933,3.737393265933852e-05
90,0.508214726112783,0.48921039775013925,3.112541839431605e-05
91,0.5078476137396964,0.4936379142105579,2.544880085572393e-05
92,0.5082281235266816,0.4952955573797226,2.0350996564214712e-05
93,0.5067844504321163,0.4930542930960655,1.5838216801141526e-05
94,0.5075373409993269,0.4912045940756798,1.1915960040590293e-05
95,0.5059272707016631,0.48855085894465444,8.589005249913597e-06
96,0.5065272216769782,0.49178072810173035,5.861406066927131e-06
97,0.5075523324141448,0.4937939025461674,3.7364858608650295e-06
98,0.5074359175156463,0.4857422970235348,2.216833683110504e-06
99,0.5053229529241269,0.4899383716285229,1.304301112636645e-06
100,0.5051081371916966,0.4952842749655247,1e-06
